iter	MAE
0	746.5201494
1	689.457745
2	638.5797575
3	591.9870757
4	549.1744209
5	511.4326734
6	477.1818694
7	443.3855673
8	416.7411832
9	390.9401566
10	366.3375771
11	344.3276436
12	322.8028525
13	301.785757
14	284.0940351
15	267.5859715
16	252.8227114
17	243.0939634
18	230.0242027
19	218.2748908
20	207.4517854
21	197.36938
22	188.5596674
23	181.2795364
24	174.2718132
25	167.7750069
26	162.1130254
27	157.1147525
28	152.8640554
29	148.9585152
30	145.1305699
31	141.7790319
32	139.2616002
33	136.1573781
34	133.9975145
35	131.6857261
36	129.9854504
37	127.9952167
38	126.2417881
39	124.6435236
40	123.0788027
41	122.0488685
42	120.9506584
43	119.923828
44	118.8946662
45	118.0529299
46	117.2319616
47	116.3177766
48	115.5493851
49	114.7891718
50	114.0917228
51	113.3761478
52	112.4983881
53	111.9301889
54	111.4940029
55	110.9557131
56	110.624459
57	110.3110925
58	109.9217259
59	109.6599149
60	109.24807
61	108.8263217
62	108.4210135
63	108.2124178
64	107.8747809
65	107.6210769
66	107.2612815
67	107.1040722
68	106.9191392
69	106.6749484
70	106.3800947
71	106.0928738
72	105.8668406
73	105.7260576
74	105.4199483
75	105.2599183
76	105.1118971
77	104.8314538
78	104.659217
79	104.5432613
80	104.3431114
81	104.175412
82	103.9806068
83	103.80948
84	103.691063
85	103.4901597
86	103.3559425
87	103.1694639
88	102.9911911
89	102.9272585
90	102.8145152
91	102.6532482
92	102.5099159
93	102.4044027
94	102.1043758
95	101.9546778
96	101.855012
97	101.782048
98	101.500591
99	101.4358375
100	101.3333503
101	101.1444037
102	100.9824977
103	100.8431445
104	100.7739047
105	100.658251
106	100.5212022
107	100.3744153
108	100.3279218
109	100.2061902
110	100.1149176
111	100.054667
112	99.91978297
113	99.7604655
114	99.71720336
115	99.60662859
116	99.48068763
117	99.38540757
118	99.22819861
119	98.974781
120	98.88410022
121	98.85718554
122	98.75251084
123	98.57186726
124	98.43781364
125	98.29813053
126	98.25349109
127	98.10372227
128	97.93818464
129	97.85929761
130	97.72804329
131	97.58436536
132	97.44164796
133	97.36824171
134	97.29738313
135	97.07927746
136	97.02001675
137	96.97510539
138	96.85043441
139	96.70346192
140	96.51548083
141	96.3904316
142	96.31614116
143	96.22619033
144	96.03558877
145	95.96421202
146	95.88437986
147	95.83322954
148	95.79447591
149	95.63895972
150	95.58300482
151	95.52808941
152	95.44364273
153	95.30416198
154	95.1690726
155	95.09167088
156	94.98188561
157	94.9501132
158	94.77035382
159	94.63998768
160	94.58152087
161	94.54625698
162	94.44590878
163	94.3391578
164	94.27219098
165	94.1539733
166	94.04941224
167	93.94705371
168	93.86610811
169	93.80549274
170	93.70598259
171	93.63437016
172	93.56503923
173	93.53705804
174	93.42664898
175	93.34917577
176	93.28937655
177	93.12299471
178	93.03051743
179	92.98348637
180	92.91492008
181	92.86999363
182	92.84052515
183	92.79663019
184	92.67406699
185	92.54643186
186	92.44012536
187	92.35093207
188	92.2622357
189	92.18301187
190	92.16123081
191	92.11555057
192	92.05279903
193	91.99901023
194	91.85178658
195	91.80884151
196	91.77389825
197	91.74415891
198	91.63411561
199	91.59857891
200	91.5023956
201	91.37425776
202	91.32612904
203	91.26190415
204	91.23139193
205	91.20600521
206	91.12623703
207	91.09557871
208	91.04793582
209	90.93435537
210	90.85702291
211	90.7557289
212	90.69789066
213	90.62977085
214	90.57040389
215	90.47402063
216	90.44265143
217	90.41550802
218	90.33963309
219	90.28663946
220	90.25621119
221	90.1558421
222	90.1097315
223	90.04607084
224	89.99019368
225	89.94086257
226	89.88071294
227	89.82681882
228	89.77559953
229	89.74377304
230	89.71201193
231	89.68045546
232	89.64267695
233	89.62131096
234	89.58332413
235	89.55386164
236	89.49971375
237	89.47034365
238	89.38733985
239	89.30019293
240	89.27944973
241	89.19531279
242	89.12180438
243	89.06743689
244	89.02253293
245	88.96413696
246	88.93820071
247	88.89024111
248	88.86116405
249	88.7772954
250	88.74340766
251	88.62849906
252	88.55479413
253	88.44470023
254	88.36399942
255	88.34312992
256	88.25925054
257	88.20143913
258	88.12137431
259	88.06379644
260	87.95164427
261	87.852976
262	87.82785943
263	87.78115498
264	87.75428426
265	87.69175046
266	87.64044557
267	87.48613123
268	87.36764207
269	87.34040607
270	87.27051618
271	87.14632124
272	87.11602563
273	87.09300509
274	87.04670528
275	86.99042131
276	86.91602736
277	86.85413166
278	86.83222985
279	86.79219408
280	86.74784478
281	86.70024917
282	86.67366672
283	86.61772448
284	86.48776108
285	86.43845643
286	86.36358492
287	86.31995974
288	86.28396456
289	86.23666623
290	86.1904442
291	86.17649807
292	86.15460455
293	86.11678236
294	86.06856245
295	86.00997961
296	85.99005955
297	85.95215377
298	85.92490011
299	85.89655328
300	85.84961632
301	85.78580868
302	85.73253348
303	85.62531825
304	85.57562006
305	85.55864834
306	85.53342263
307	85.49773317
308	85.46323053
309	85.41114812
310	85.35006468
311	85.32030966
312	85.29557503
313	85.23672241
314	85.19975993
315	85.16675988
316	85.10769399
317	85.03367173
318	85.00424884
319	84.96205033
320	84.88665279
321	84.84327019
322	84.82329429
323	84.74582038
324	84.66398193
325	84.6144965
326	84.53702938
327	84.48433418
328	84.44866354
329	84.42721151
330	84.36855166
331	84.35042059
332	84.29313923
333	84.2552627
334	84.22824237
335	84.17106865
336	84.13556647
337	84.11758029
338	84.06148208
339	83.96933402
340	83.94704792
341	83.91100933
342	83.89232278
343	83.86355218
344	83.85032147
345	83.81961395
346	83.77313689
347	83.73405965
348	83.71657893
349	83.70957745
350	83.68128493
351	83.60815802
352	83.57842551
353	83.53068198
354	83.48247173
355	83.3857854
356	83.3775033
357	83.33106057
358	83.32219266
359	83.28465197
360	83.26817074
361	83.23452627
362	83.19607884
363	83.18198777
364	83.10310486
365	83.08357894
366	83.01175657
367	82.98213143
368	82.94205199
369	82.92039938
370	82.89307343
371	82.87658452
372	82.85910643
373	82.83248357
374	82.7737178
375	82.7508649
376	82.72109968
377	82.68477131
378	82.66982656
379	82.6429038
380	82.58445075
381	82.56359167
382	82.53125137
383	82.46330167
384	82.44060583
385	82.4252943
386	82.34314593
387	82.29597378
388	82.27416981
389	82.25307846
390	82.19684342
391	82.144962
392	82.10969092
393	82.09517212
394	82.0703046
395	82.03213679
396	81.96767274
397	81.95515192
398	81.93844035
399	81.85623311
400	81.82821135
401	81.81072137
402	81.79405813
403	81.76945287
404	81.74991037
405	81.66016867
406	81.6441032
407	81.56332376
408	81.52547648
409	81.50748917
410	81.49333667
411	81.47438646
412	81.43383058
413	81.41380979
414	81.36879157
415	81.333592
416	81.29143582
417	81.26705659
418	81.23740348
419	81.20320392
420	81.16525353
421	81.13954047
422	81.11355999
423	81.08752988
424	81.04914815
425	81.01641257
426	81.00031982
427	80.9882862
428	80.95795325
429	80.88707348
430	80.84703667
431	80.82765032
432	80.80744695
433	80.74076481
434	80.65960153
435	80.61844718
436	80.58348394
437	80.56193484
438	80.53120386
439	80.50482021
440	80.46856216
441	80.44719166
442	80.42534
443	80.40667145
444	80.38154891
445	80.35629724
446	80.32998335
447	80.31329976
448	80.28441332
449	80.25698871
450	80.23731318
451	80.19482163
452	80.11694823
453	80.08202017
454	80.0350711
455	80.01200242
456	79.99728831
457	79.97926669
458	79.94283757
459	79.93254164
460	79.90969207
461	79.86948305
462	79.84377005
463	79.81905519
464	79.8057589
465	79.79199665
466	79.7324579
467	79.71403703
468	79.68434299
469	79.65669475
470	79.63449234
471	79.60243911
472	79.57775901
473	79.56275226
474	79.53302565
475	79.51927436
476	79.48450138
477	79.39596282
478	79.36732645
479	79.35109383
480	79.32616917
481	79.31707001
482	79.26279913
483	79.25025608
484	79.23105789
485	79.17467232
486	79.1453539
487	79.13262261
488	79.125493
489	79.10769733
490	79.09452258
491	79.08177251
492	79.05393938
493	79.03192949
494	78.98680005
495	78.96536435
496	78.92388981
497	78.88818219
498	78.87082795
499	78.85898528
500	78.84338187
501	78.81575167
502	78.74832377
503	78.72613783
504	78.7102644
505	78.69614313
506	78.65834443
507	78.60567916
508	78.58805735
509	78.56840872
510	78.5355217
511	78.52374467
512	78.49414663
513	78.47257965
514	78.46134633
515	78.45484585
516	78.44184661
517	78.42210555
518	78.41425125
519	78.39381841
520	78.35356828
521	78.33338569
522	78.30410578
523	78.28718303
524	78.267596
525	78.2511286
526	78.21372024
527	78.20645613
528	78.18523539
529	78.16047878
530	78.14553067
531	78.13611421
532	78.12581915
533	78.12013779
534	78.10666501
535	78.06791404
536	78.04424519
537	78.01775607
538	77.99414559
539	77.97226953
540	77.95746512
541	77.93985523
542	77.92235345
543	77.91292919
544	77.89939139
545	77.86410384
546	77.83816284
547	77.80571632
548	77.78406745
549	77.75779455
550	77.73089536
551	77.71231965
552	77.69160364
553	77.66951062
554	77.64834898
555	77.63976211
556	77.61662869
557	77.59815399
558	77.58392232
559	77.54636523
560	77.51877586
561	77.49518481
562	77.47843731
563	77.46763182
564	77.42054269
565	77.40717739
566	77.39404187
567	77.37729328
568	77.36929228
569	77.32670402
570	77.28404391
571	77.2701319
572	77.24369311
573	77.22893429
574	77.2037537
575	77.18742776
576	77.16441565
577	77.15622767
578	77.11855214
579	77.07659729
580	77.0545472
581	77.04647192
582	77.02524514
583	77.01632158
584	77.01094201
585	77.00367905
586	76.99491493
587	76.97951488
588	76.96715598
589	76.95039365
590	76.92887103
591	76.91188708
592	76.88004454
593	76.83136619
594	76.82546357
595	76.81757431
596	76.7929072
597	76.77836284
598	76.75647104
599	76.71012236
600	76.67169639
601	76.66663372
602	76.65790665
603	76.62617476
604	76.59621626
605	76.57160157
606	76.56408832
607	76.55657694
608	76.53281656
609	76.51801326
610	76.4921385
611	76.45062261
612	76.42696207
613	76.4028549
614	76.39385448
615	76.38832742
616	76.3509106
617	76.32378003
