iter	Passed	Remaining
897	101450	11523
898	101575	11411
899	101699	11299
900	101806	11186
901	101930	11074
902	102045	10961
903	102153	10848
904	102254	10733
905	102358	10619
906	102466	10506
907	102585	10394
908	102687	10280
909	102793	10166
910	102916	10054
911	103030	9941
912	103126	9826
913	103240	9714
914	103353	9601
915	103469	9488
916	103569	9374
917	103700	9262
918	103805	9149
919	103922	9036
920	104030	8923
921	104127	8809
922	104224	8694
923	104328	8581
924	104421	8466
925	104536	8353
926	104655	8241
927	104766	8128
928	104871	8014
929	104971	7901
930	105089	7788
931	105173	7673
932	105286	7560
933	105369	7445
934	105464	7331
935	105550	7217
936	105665	7104
937	105773	6991
938	105882	6878
939	105981	6764
940	106086	6651
941	106177	6537
942	106286	6424
943	106400	6311
944	106490	6197
945	106588	6084
946	106688	5970
947	106799	5858
948	106891	5744
949	106988	5630
950	107111	5518
951	107208	5405
952	107318	5292
953	107423	5179
954	107524	5066
955	107616	4953
956	107731	4840
957	107819	4726
958	107932	4614
959	108035	4501
960	108149	4389
961	108261	4276
962	108373	4163
963	108483	4051
964	108587	3938
965	108694	3825
966	108821	3713
967	108938	3601
968	109029	3488
969	109126	3375
970	109255	3263
971	109374	3150
972	109473	3037
973	109565	2924
974	109665	2811
975	109786	2699
976	109895	2587
977	109995	2474
978	110096	2361
979	110198	2248
980	110315	2136
981	110405	2023
982	110518	1911
983	110624	1798
984	110725	1686
985	110841	1573
986	110943	1461
987	111041	1348
988	111135	1236
989	111240	1123
990	111343	1011
991	111438	898
992	111536	786
993	111637	673
994	111740	561
995	111857	449
996	111965	336
997	112066	224
998	112172	112
999	112288	0
