iter	MAE_SumError	MAE_SumWeight
820	3756785.005	42620
821	3756668.043	42620
822	3756542.196	42620
823	3756537.06	42620
824	3756454.905	42620
825	3756427.191	42620
826	3755367.926	42620
827	3755439.772	42620
828	3755467.51	42620
829	3755469.807	42620
830	3755337.968	42620
831	3755294.98	42620
832	3755060.656	42620
833	3754878.613	42620
834	3754877.815	42620
835	3754671.205	42620
836	3754644.405	42620
837	3754560.136	42620
838	3754543.758	42620
839	3754497.257	42620
840	3754427.987	42620
841	3754413.022	42620
842	3754417.819	42620
843	3754408.935	42620
844	3754390.642	42620
845	3754265.413	42620
846	3754339.59	42620
847	3754196.686	42620
848	3754124.256	42620
849	3754130.847	42620
850	3753977.55	42620
851	3753875.342	42620
852	3753846.688	42620
853	3753725.073	42620
854	3753719.019	42620
855	3753677.244	42620
856	3753636.03	42620
857	3753552.881	42620
858	3753509.659	42620
859	3753339.96	42620
860	3753098.645	42620
861	3752917.12	42620
862	3752879.88	42620
863	3752749.332	42620
864	3752668.53	42620
865	3752567.834	42620
866	3752323.939	42620
867	3752108.778	42620
868	3752066.771	42620
869	3752016.825	42620
870	3751911.885	42620
871	3751813.922	42620
872	3751732.604	42620
873	3751527.424	42620
874	3751440.601	42620
875	3751339.019	42620
876	3751228.637	42620
877	3751193.321	42620
878	3751179.301	42620
879	3751075.144	42620
880	3750528.011	42620
881	3750494.304	42620
882	3750091.456	42620
883	3749947.049	42620
884	3749740.446	42620
885	3749503.673	42620
886	3749514.587	42620
887	3749528.455	42620
888	3749458.342	42620
889	3749569.82	42620
890	3749433.124	42620
891	3749351.765	42620
892	3749249.704	42620
893	3749183.779	42620
894	3749072.622	42620
895	3748764.626	42620
896	3748703.375	42620
897	3748917.077	42620
898	3748854.525	42620
899	3748521.822	42620
900	3748387.881	42620
901	3748351.371	42620
902	3748353.059	42620
903	3748361.593	42620
904	3748357.604	42620
905	3748252.541	42620
906	3748159.729	42620
907	3748181.011	42620
908	3747843.048	42620
909	3747816.249	42620
910	3747674.752	42620
911	3747633.425	42620
912	3747600.839	42620
913	3747547.523	42620
914	3747276.148	42620
915	3747208.143	42620
916	3747143.483	42620
917	3747170.74	42620
918	3747243.531	42620
919	3747333.434	42620
920	3747288.448	42620
921	3746398.675	42620
922	3746446.45	42620
923	3746442.952	42620
924	3746474.515	42620
925	3746385.662	42620
926	3746336.279	42620
927	3746196.44	42620
928	3746175.403	42620
929	3745779.298	42620
930	3745757.14	42620
931	3745719.367	42620
932	3745594.398	42620
933	3745507.153	42620
934	3745506.915	42620
935	3745101.095	42620
936	3745064.695	42620
937	3745012.263	42620
938	3744948.104	42620
939	3744892.373	42620
940	3744837.282	42620
941	3744806.711	42620
942	3744814.147	42620
943	3744783.201	42620
944	3744647.804	42620
945	3744600.696	42620
946	3744378.67	42620
947	3744370.057	42620
948	3744351.131	42620
949	3744044.797	42620
950	3743857.11	42620
951	3743796.917	42620
952	3743583.727	42620
953	3743676	42620
954	3743880.957	42620
955	3743768.647	42620
956	3743674.937	42620
957	3743588.524	42620
958	3743483.334	42620
959	3743328.25	42620
960	3743250.373	42620
961	3742903.916	42620
962	3742890.242	42620
963	3742787.634	42620
964	3742669.405	42620
965	3742133.815	42620
966	3742088.891	42620
967	3742097.89	42620
968	3742062.808	42620
969	3741981.969	42620
970	3741965.16	42620
971	3741882.678	42620
972	3741884.91	42620
973	3741896.349	42620
974	3741850.097	42620
975	3741777.294	42620
976	3741673.998	42620
977	3741434.756	42620
978	3741373.368	42620
979	3741321.405	42620
980	3741250.263	42620
981	3741249.876	42620
982	3741158.047	42620
983	3741235.971	42620
984	3741285.655	42620
985	3741285.196	42620
986	3741068.804	42620
987	3741034.436	42620
988	3740834.494	42620
989	3740747.495	42620
990	3740524.943	42620
991	3740549.749	42620
992	3740510.404	42620
993	3740379.998	42620
994	3740364.147	42620
995	3740296.775	42620
996	3740245.704	42620
997	3739711.265	42620
998	3739691.946	42620
999	3739708.22	42620
