iter	MAE
0	320.9865611
1	299.4796326
2	280.4125973
3	263.2653583
4	248.3353121
5	234.915168
6	221.6281351
7	210.0605595
8	200.7093815
9	192.0163137
10	184.0579692
11	177.0238008
12	170.78677
13	164.5616154
14	159.1320482
15	154.1319715
16	149.9449096
17	145.760596
18	142.363432
19	139.1953248
20	136.906633
21	134.3969701
22	132.2619282
23	130.7861115
24	129.0480924
25	127.0308252
26	125.4104475
27	123.6530621
28	122.2528521
29	121.1641026
30	120.3858515
31	119.3732375
32	118.3617703
33	117.4667904
34	116.8380496
35	116.1423867
36	115.5824773
37	114.922848
38	114.0653252
39	113.3470524
40	112.8122449
41	112.3127908
42	111.7367435
43	111.1331839
44	110.3552885
45	109.9507506
46	109.5257403
47	109.09978
48	108.675764
49	108.3742887
50	108.06311
51	107.7770875
52	107.508335
53	107.1010803
54	106.6283417
55	106.3991153
56	106.1998332
57	105.9185935
58	105.632874
59	105.4689569
60	105.2707149
61	105.059674
62	104.7429561
63	104.5101062
64	104.2613867
65	104.017516
66	103.881149
67	103.7333084
68	103.5973433
69	103.418096
70	103.1622659
71	103.0465455
72	102.9532749
73	102.6588994
74	102.5531878
75	102.343662
76	102.1214936
77	101.9430263
78	101.8050352
79	101.5831004
80	101.4076866
81	101.3317663
82	101.11899
83	100.9148578
84	100.8095992
85	100.6391239
86	100.4290455
87	100.311093
88	100.2562961
89	100.1495807
90	100.0083935
91	99.8739532
92	99.71495926
93	99.65572634
94	99.59074157
95	99.51979215
96	99.42861925
97	99.3327191
98	99.23032264
99	99.10597043
100	98.95316235
101	98.84326664
102	98.76061117
103	98.71145607
104	98.61715783
105	98.55250617
106	98.52089673
107	98.44674906
108	98.34172533
109	98.30836222
110	98.20513891
111	98.15373303
112	98.02332836
113	97.8624793
114	97.77299448
115	97.69932575
116	97.64762395
117	97.57246042
118	97.45517384
119	97.36966187
120	97.24451318
121	97.15689036
122	97.05719561
123	96.97121984
124	96.81649834
125	96.7284563
126	96.65104405
127	96.58630302
128	96.53111451
129	96.45582982
130	96.38251926
131	96.31255461
132	96.26312189
133	96.06742788
134	95.96838649
135	95.87468032
136	95.77829815
137	95.70818502
138	95.66753042
139	95.54508366
140	95.48816495
141	95.41165497
142	95.37570109
143	95.20975213
144	95.10240999
145	95.07328347
146	95.03831446
147	94.94477786
148	94.88375432
149	94.84586288
150	94.81577377
151	94.7303739
152	94.63531717
153	94.50558361
154	94.41253489
155	94.27063563
156	94.21748272
157	94.17536424
158	94.09437502
159	94.0213985
160	93.93818489
161	93.86116155
162	93.72758836
163	93.66599385
164	93.59445951
165	93.55110171
166	93.51589566
167	93.4789845
168	93.41546836
169	93.35395902
170	93.31067289
171	93.19191233
172	93.11159178
173	93.04193313
174	92.90555831
175	92.83577666
176	92.74265161
177	92.67678907
178	92.54660044
179	92.4761535
180	92.2888735
181	92.22857146
182	92.18868816
183	92.09222013
184	92.04296341
185	92.00505691
186	91.90303952
187	91.83173398
188	91.79711616
189	91.71619843
190	91.66064829
191	91.59626514
192	91.56965134
193	91.52366181
194	91.41818135
195	91.34461476
196	91.2826422
197	91.22774196
198	91.14099847
199	91.05568909
200	91.0081775
201	90.93628439
202	90.86446727
203	90.82140389
204	90.75214747
205	90.66784275
206	90.62766812
207	90.57791362
208	90.49825892
209	90.46973823
210	90.37492741
211	90.2897513
212	90.23130533
213	90.19190405
214	90.09348786
215	90.06382337
216	90.01231123
217	89.95942648
218	89.89327352
219	89.84019336
220	89.7998081
221	89.74068525
222	89.65238149
223	89.57952586
224	89.51503343
225	89.4439557
226	89.37936707
227	89.28468376
228	89.25242492
229	89.14813333
230	89.12064316
231	89.10000093
232	89.06484041
233	89.03745026
234	88.97737064
235	88.91300287
236	88.82589317
237	88.7593822
238	88.72029222
239	88.68009829
240	88.63842551
241	88.58845413
242	88.54655275
243	88.49058454
244	88.46853115
245	88.43106057
246	88.39469842
247	88.31932504
248	88.2386885
249	88.18928534
250	88.13157326
251	88.09621812
252	88.02299837
253	87.95436067
254	87.87231876
255	87.84359109
256	87.80178813
257	87.77103426
258	87.73864019
259	87.71508543
260	87.65298504
261	87.57312049
262	87.5528281
263	87.51999547
264	87.48918027
265	87.45937379
266	87.40377673
267	87.34663567
268	87.32938506
269	87.29786239
270	87.18968602
271	87.15722962
272	87.10415327
273	87.03962565
274	87.01972833
275	86.9901456
276	86.96026693
277	86.9457214
278	86.91454757
279	86.88818978
280	86.82948718
281	86.76965502
282	86.73833027
283	86.70585896
284	86.69567348
285	86.66619812
286	86.62264393
287	86.60262194
288	86.55722002
289	86.53666023
290	86.48206576
291	86.39779128
292	86.36664188
293	86.32024432
294	86.28318847
295	86.25689545
296	86.23558008
297	86.12129745
298	86.08385581
299	86.02888965
300	86.00099922
301	85.94469903
302	85.92125211
303	85.90662461
304	85.86497371
305	85.83148
306	85.79213939
307	85.74619649
308	85.68829129
309	85.6503146
310	85.61200823
311	85.56257894
312	85.54849019
313	85.49705023
314	85.46510075
315	85.41956649
316	85.38209316
317	85.32031941
318	85.29889146
319	85.28225834
320	85.19414442
321	85.17596725
322	85.10306209
323	85.06350369
324	85.03823529
325	84.97970436
326	84.93889882
327	84.92168814
328	84.90194996
329	84.84663781
330	84.82221655
331	84.78165627
332	84.71156478
333	84.68761071
334	84.66179511
335	84.61838677
336	84.57165056
337	84.53069599
338	84.49897668
339	84.45872027
340	84.41255097
341	84.3901242
342	84.37535179
343	84.34563038
344	84.29342412
345	84.26531829
346	84.23309531
347	84.21858749
348	84.19087653
349	84.13129276
350	84.09937718
351	84.07620281
352	84.01159268
353	83.96197137
354	83.94262858
355	83.9228641
356	83.89199334
357	83.86047378
358	83.83601156
359	83.81063035
360	83.79782716
361	83.74380679
362	83.69399776
363	83.68084597
364	83.6569635
365	83.59361664
366	83.5745006
367	83.54673187
368	83.50495289
369	83.49511666
370	83.4359014
371	83.39051512
372	83.37270872
373	83.36635094
374	83.32974374
375	83.27919239
376	83.26746947
377	83.22598845
378	83.1806733
379	83.16396614
380	83.13433256
381	83.10416445
382	83.04678923
383	83.03039251
384	83.00969996
385	82.97368372
386	82.93513398
387	82.87526455
388	82.85779819
389	82.83136033
390	82.80077065
391	82.77505166
392	82.74451288
393	82.69434472
394	82.66927979
395	82.64794949
396	82.5722815
397	82.54153619
398	82.51993704
399	82.49801984
400	82.44657522
401	82.41764889
402	82.38341767
403	82.37129734
404	82.3205549
405	82.26287024
406	82.21962752
407	82.16704311
408	82.13775223
409	82.11993417
410	82.06259269
411	82.04255123
412	82.0321766
413	82.00131173
414	81.98638647
415	81.96613356
416	81.93831495
417	81.92647322
418	81.90796386
419	81.8938279
420	81.86501389
421	81.84217993
422	81.78927078
423	81.76612587
424	81.75892235
425	81.72165299
426	81.68578561
427	81.65445042
428	81.62346719
429	81.61332832
430	81.60670362
431	81.59505471
432	81.5817337
433	81.54441933
434	81.52356061
435	81.48696879
436	81.44183059
437	81.41450675
438	81.40415127
439	81.377822
440	81.35182101
441	81.30968537
442	81.2839513
443	81.23002487
444	81.20204954
445	81.14032038
446	81.120072
447	81.10540201
448	81.09007196
449	81.07348466
450	81.04800759
451	80.98852651
452	80.9740611
453	80.95624307
454	80.92920519
455	80.90895057
456	80.89410384
457	80.87425513
458	80.85574313
459	80.8205684
460	80.79291937
461	80.77738243
462	80.76371734
463	80.72012875
464	80.65873421
465	80.62004465
466	80.58837087
467	80.54726563
468	80.51109586
469	80.49487993
470	80.48151052
471	80.44260156
472	80.41072646
473	80.39342438
474	80.33821059
475	80.28698057
476	80.25482853
477	80.2431503
478	80.21381995
479	80.18631893
480	80.17268701
481	80.15420267
482	80.13247205
483	80.09703279
484	80.0751797
485	80.05352506
486	80.03606258
487	80.0181161
488	79.99678886
489	79.97055619
490	79.94274595
491	79.89772354
492	79.88069655
493	79.83470009
494	79.81920264
495	79.78897327
496	79.7651164
497	79.71629562
498	79.70699973
499	79.67412414
500	79.6160421
501	79.57266636
502	79.54953706
503	79.54086911
504	79.50130744
505	79.48023531
506	79.45260803
507	79.43250239
508	79.40639693
509	79.3835
510	79.37164115
511	79.3488697
512	79.33747029
513	79.32115826
514	79.28019221
515	79.23658778
516	79.19597666
517	79.17604099
518	79.14060639
519	79.10852045
520	79.0609676
521	79.03424647
522	79.00364517
523	78.96375861
524	78.93283404
525	78.92653383
526	78.91520697
527	78.89743867
528	78.85595032
529	78.84769812
530	78.79862265
531	78.77289891
532	78.74098009
533	78.71177515
534	78.70275352
535	78.68925651
536	78.66967291
537	78.64478673
538	78.63624444
539	78.62236983
540	78.61349473
541	78.58995438
542	78.57433724
543	78.56637964
544	78.5537439
545	78.54234786
546	78.51972845
547	78.50207058
548	78.48628626
549	78.46317763
550	78.43495369
551	78.42289163
552	78.39407707
553	78.37676703
554	78.36710872
555	78.35117195
556	78.32336925
557	78.30454503
558	78.29027231
559	78.27498073
560	78.25252907
561	78.22954382
562	78.22186437
563	78.21308838
564	78.19928727
565	78.18491454
566	78.17322435
567	78.15848233
568	78.14641985
569	78.13429182
570	78.11513283
571	78.1015032
572	78.09431673
573	78.06568814
574	78.05497447
575	78.04624499
576	78.02947954
577	78.02108998
578	77.99611949
579	77.98373013
580	77.95946695
581	77.93637697
582	77.92030613
583	77.89794769
584	77.8864366
585	77.87286782
586	77.8667677
587	77.84487366
588	77.83927551
589	77.80002329
590	77.78837457
591	77.77226294
592	77.7513911
593	77.74397698
594	77.71934407
595	77.70316039
596	77.6840523
597	77.6565461
598	77.64999057
599	77.62953098
600	77.62256127
601	77.60243494
602	77.59360084
603	77.58682843
604	77.56402084
605	77.52911597
606	77.51109857
607	77.49212257
608	77.44766069
609	77.43298761
610	77.41207993
611	77.38546953
612	77.37456508
613	77.36050201
614	77.34832356
615	77.34024962
616	77.33067443
617	77.31897053
618	77.30219041
619	77.28604474
620	77.27004174
621	77.25313779
622	77.2452553
623	77.22950912
624	77.2234959
625	77.21722254
626	77.20054343
627	77.17849599
628	77.15401345
629	77.12251793
630	77.10113856
631	77.08865459
632	77.08258308
633	77.04664683
634	77.02875368
635	77.01230048
636	76.9920229
637	76.9658637
638	76.9589668
639	76.93192352
640	76.92646664
641	76.91763181
642	76.90947364
643	76.89549297
644	76.87147106
645	76.86481616
646	76.85322929
647	76.81789376
648	76.80665566
649	76.80069575
650	76.78186939
651	76.77189774
652	76.7562054
653	76.74822849
654	76.73519466
655	76.72441164
656	76.71300894
657	76.69848921
658	76.68643478
659	76.66619361
660	76.64505596
661	76.59308921
662	76.58836911
663	76.57690045
664	76.56958923
665	76.56530158
666	76.5563393
667	76.54738045
668	76.5403529
669	76.53385674
670	76.52587528
671	76.52001665
672	76.5060275
673	76.49148475
674	76.47994804
675	76.45226459
676	76.43847058
677	76.43118794
678	76.41803204
679	76.3697217
680	76.35384892
681	76.33436476
