iter	Passed	Remaining
743	71162	24486
744	71267	24393
745	71383	24304
746	71492	24213
747	71591	24119
748	71686	24023
749	71783	23927
750	71888	23835
751	71996	23743
752	72087	23646
753	72197	23555
754	72306	23463
755	72400	23367
756	72497	23272
757	72596	23177
758	72685	23079
759	72788	22985
760	72904	22896
761	73011	22804
762	73109	22708
763	73220	22617
764	73311	22520
765	73411	22426
766	73508	22330
767	73614	22237
768	73716	22143
769	73812	22047
770	73910	21952
771	73995	21853
772	74091	21757
773	74187	21661
774	74281	21565
775	74383	21471
776	74490	21378
777	74576	21280
778	74677	21185
779	74762	21086
780	74853	20989
781	74934	20889
782	75037	20795
783	75152	20705
784	75249	20609
785	75355	20516
786	75451	20420
787	75543	20323
788	75641	20228
789	75733	20131
790	75850	20041
791	75945	19945
792	76041	19849
793	76131	19752
794	76232	19657
795	77000	19733
796	77226	19669
797	77322	19572
798	77420	19476
799	77525	19381
800	77637	19288
801	77734	19191
802	77835	19095
803	77941	19000
804	78032	18902
805	78139	18807
806	78238	18711
807	78323	18611
808	78414	18513
809	78508	18415
810	78609	18319
811	78692	18219
812	78773	18118
813	78851	18017
814	78945	17920
815	79039	17822
816	79131	17724
817	79239	17630
818	79325	17531
819	79428	17435
820	79516	17336
821	79623	17242
822	79729	17147
823	79834	17052
824	79937	16956
825	80043	16861
826	80143	16765
827	80251	16670
828	80358	16575
829	80453	16478
830	80563	16384
831	80700	16295
832	80825	16203
833	80928	16107
834	81020	16010
835	81118	15913
836	81226	15818
837	81324	15721
838	81432	15626
839	81530	15529
840	81630	15433
841	81710	15332
842	81803	15235
843	81902	15138
844	82015	15044
845	82126	14949
846	82213	14850
847	82318	14755
848	82433	14661
849	82537	14565
850	82654	14471
851	82752	14374
852	82847	14277
853	82946	14180
854	83039	14082
855	83141	13986
856	83240	13889
857	83342	13793
858	83440	13696
859	83532	13598
860	83637	13502
861	83731	13404
862	83843	13310
863	83954	13215
864	84044	13116
865	84143	13019
866	84253	12924
867	84350	12827
868	84462	12732
869	84560	12635
870	84663	12539
871	84760	12441
872	84851	12343
873	84957	12247
874	85063	12151
875	85198	12060
876	85287	11961
877	85400	11866
878	85499	11769
879	85605	11673
880	85720	11578
881	85819	11481
882	85947	11388
883	86072	11294
884	86187	11199
885	86279	11101
886	86380	11004
887	86476	10906
888	86572	10809
889	86703	10716
890	86804	10619
891	86894	10520
892	86990	10423
893	87085	10325
894	87190	10229
895	87300	10133
896	87398	10035
897	87490	9937
898	87603	9841
899	87714	9746
900	87819	9649
901	87920	9552
902	88031	9456
903	88148	9360
904	88254	9264
905	88364	9168
906	88468	9071
907	88559	8972
908	88672	8877
909	88772	8779
910	88879	8683
911	88976	8585
912	89080	8488
913	89177	8390
914	89284	8294
915	89379	8196
916	89487	8099
917	89590	8002
918	89694	7905
919	89787	7807
920	89892	7710
921	89997	7613
922	90095	7516
923	90197	7418
924	90299	7321
925	90404	7224
926	90495	7126
927	90587	7028
928	90691	6931
929	90787	6833
930	90885	6735
931	90979	6637
932	91084	6540
933	91183	6443
934	91300	6347
935	91417	6250
936	91537	6154
937	91635	6056
938	91737	5959
939	91829	5861
940	91919	5763
941	92024	5666
942	92116	5567
943	92210	5470
944	92313	5372
945	92399	5274
946	92503	5177
947	92586	5078
948	92676	4980
949	92758	4882
950	92857	4784
951	92949	4686
952	93041	4588
953	93129	4490
954	93231	4393
955	93327	4295
956	93423	4197
957	93518	4099
958	93622	4002
959	93717	3904
960	93811	3807
961	93913	3709
962	94005	3611
963	94095	3513
964	94189	3416
965	94286	3318
966	94385	3221
967	94477	3123
968	94575	3025
969	94675	2928
970	94789	2830
971	94886	2733
972	94992	2635
973	95092	2538
974	95194	2440
975	95305	2343
976	95413	2246
977	95516	2148
978	95612	2050
979	95706	1953
980	95834	1856
981	95926	1758
982	96029	1660
983	96129	1563
984	96224	1465
985	96324	1367
986	96423	1270
987	96528	1172
988	96629	1074
989	96732	977
990	96836	879
991	96926	781
992	97029	683
993	97125	586
994	97214	488
995	97302	390
996	97413	293
997	97494	195
998	97587	97
999	97676	0
