iter	MAE
0	744.570041
1	687.5482019
2	636.8070078
3	590.2813555
4	547.5253118
5	509.961438
6	475.7399898
7	442.0075293
8	415.3731227
9	390.8497806
10	365.5267194
11	343.6403116
12	323.2591673
13	302.8949449
14	284.2922004
15	266.8397106
16	253.4213365
17	240.2306846
18	227.8427687
19	217.6886368
20	207.1889492
21	197.3175287
22	187.8265535
23	179.9601209
24	174.0454225
25	167.7815246
26	162.3546367
27	157.2922597
28	152.8615741
29	148.7802067
30	145.3531444
31	142.029356
32	139.0589991
33	136.3376603
34	134.038808
35	132.0088379
36	129.8191021
37	127.8823218
38	126.3450023
39	125.0959257
40	123.7247684
41	122.2383567
42	121.2985335
43	120.0486276
44	118.8817819
45	117.990891
46	117.2882796
47	116.6349531
48	115.8560456
49	115.198974
50	114.546292
51	114.0047848
52	113.4424107
53	112.867311
54	112.2544277
55	111.7576174
56	111.286759
57	110.7932812
58	110.3212142
59	109.7166802
60	109.3735229
61	108.9570445
62	108.529628
63	108.1431019
64	107.9163822
65	107.6939342
66	107.382088
67	107.1662681
68	106.8198028
69	106.5383211
70	106.2337471
71	105.9105618
72	105.6904995
73	105.4994609
74	105.3475193
75	105.1402075
76	104.919103
77	104.72622
78	104.5352949
79	104.1992036
80	103.8645161
81	103.6097667
82	103.4616142
83	103.287203
84	103.1244104
85	102.9319819
86	102.7153269
87	102.5373291
88	102.4172637
89	102.399054
90	102.258657
91	102.0819657
92	102.004832
93	101.8721399
94	101.675235
95	101.4704845
96	101.2142047
97	100.9590564
98	100.8730006
99	100.7606031
100	100.6680031
101	100.3933128
102	100.1596143
103	100.0336511
104	99.96633996
105	99.84757283
106	99.70170262
107	99.57881868
108	99.45463728
109	99.28227847
110	99.1309354
111	98.95948175
112	98.88700877
113	98.77709084
114	98.62810594
115	98.47439879
116	98.40929179
117	98.32668853
118	98.2736462
119	98.15112427
120	98.06551328
121	97.96349559
122	97.87955739
123	97.80824007
124	97.74798321
125	97.68362731
126	97.63190347
127	97.52687378
128	97.42328573
129	97.39656081
130	97.16421804
131	97.09537949
132	96.96714414
133	96.82849957
134	96.64157259
135	96.53517029
136	96.45624182
137	96.35253755
138	96.29920511
139	96.20614373
140	96.15217802
141	96.01172368
142	95.86833238
143	95.72514867
144	95.59128661
145	95.4933316
146	95.44208134
147	95.33107258
148	95.26681602
149	95.19825414
150	95.10490134
151	95.02882307
152	94.92832118
153	94.84821365
154	94.68244096
155	94.62662502
156	94.55255617
157	94.47647359
158	94.40473385
159	94.26857004
160	94.15536661
161	94.03621373
162	93.98037204
163	93.91732198
164	93.85694237
165	93.70778542
166	93.6441928
167	93.51499179
168	93.33874404
169	93.2416153
170	93.1818626
171	93.15111041
172	93.02536093
173	92.96064583
174	92.91089053
175	92.8320238
176	92.7954666
177	92.59621386
178	92.49561296
179	92.46237062
180	92.32830443
181	92.23859752
182	92.15814418
183	92.02617101
184	91.84517632
185	91.80863453
186	91.74672104
187	91.62674453
188	91.55073295
189	91.47479121
190	91.38693564
191	91.33528953
192	91.29901422
193	91.23502086
194	91.20345106
195	91.15681877
196	91.09671894
197	91.03886721
198	91.0078733
199	90.93203574
200	90.84331113
201	90.7477285
202	90.70910145
203	90.65769601
204	90.63495997
205	90.59452407
206	90.52696878
207	90.48009449
208	90.41736677
209	90.34505653
210	90.29145636
211	90.25756869
212	90.22911149
213	90.18046366
214	90.14483074
215	90.01199646
216	89.94414002
217	89.85344129
218	89.78666382
219	89.74510092
220	89.70115255
221	89.63173847
222	89.60346536
223	89.48107612
224	89.40025438
225	89.35060946
226	89.29153537
227	89.21495979
228	89.18001351
229	89.13720216
230	89.09292883
231	89.0103984
232	88.92054627
233	88.86857528
234	88.84661367
235	88.74161328
236	88.72575103
237	88.70726232
238	88.66324017
239	88.5856074
240	88.48425399
241	88.4298571
242	88.40272171
243	88.32153969
244	88.27741448
245	88.20272593
246	88.14961863
247	88.12079935
248	88.08184456
249	88.00069631
250	87.93325016
251	87.86344129
252	87.84215151
253	87.8041648
254	87.76719283
255	87.70314518
256	87.65219311
257	87.59231388
258	87.54260645
259	87.44495386
260	87.39246909
261	87.34268091
262	87.27476406
263	87.20184509
264	87.09398602
265	87.01622184
266	86.89981203
267	86.87084706
268	86.82345312
269	86.73849512
270	86.59711979
271	86.53593537
272	86.48837186
273	86.46472743
274	86.42608338
275	86.39919722
276	86.37672921
277	86.3242122
278	86.30878939
279	86.24396716
280	86.17130092
281	86.12830702
282	86.0568801
283	86.03025502
284	86.00112482
285	85.9047463
286	85.82844734
287	85.81220325
288	85.76935979
289	85.73880147
290	85.71804765
291	85.67766536
292	85.62751187
293	85.55596995
294	85.46957492
295	85.43806439
296	85.40124952
297	85.38165032
298	85.31556123
299	85.26275205
300	85.23961579
301	85.18153971
302	85.14166101
303	85.08717845
304	85.07692818
305	85.03950594
306	85.03140721
307	85.00549603
308	84.9476771
309	84.90879939
310	84.88929706
311	84.83701516
312	84.81329725
313	84.77855312
314	84.74493309
315	84.66306876
316	84.62753631
317	84.59262319
318	84.57840391
319	84.5625726
320	84.54454494
321	84.49610081
322	84.45618494
323	84.4487489
324	84.43500904
325	84.39986411
326	84.33212146
327	84.29149058
328	84.27060496
329	84.24786447
330	84.22338927
331	84.21065594
332	84.13967987
333	84.12897439
334	84.06957332
335	84.04128314
336	84.03151164
337	84.01922855
338	83.96795507
339	83.9227183
340	83.86338156
341	83.83316831
342	83.80107458
343	83.75690902
344	83.72642855
345	83.69105151
346	83.66900236
347	83.65843255
348	83.63846957
349	83.61668253
350	83.57704815
351	83.54318316
352	83.50500658
353	83.46574393
354	83.44774951
355	83.41575573
356	83.3989908
357	83.38395722
358	83.36336156
359	83.34293617
360	83.288768
361	83.25357929
362	83.225645
363	83.2123746
364	83.16436279
365	83.1275094
366	83.11563904
367	83.07396466
368	83.05416108
369	82.97435164
370	82.93505617
371	82.90851443
372	82.8676089
373	82.85308989
374	82.82045909
375	82.77593457
376	82.70841476
377	82.69482582
378	82.67327041
379	82.64813974
380	82.60198979
381	82.52044835
382	82.50537915
383	82.49686621
384	82.47058182
385	82.45217542
386	82.42199276
387	82.36695306
388	82.3525814
389	82.30277796
390	82.2570542
391	82.241662
392	82.18565628
393	82.14540068
394	82.11143686
395	82.10225924
396	82.06264422
397	82.03787895
398	81.98888321
399	81.97271156
400	81.94839142
401	81.92901338
402	81.89106925
403	81.86584302
404	81.83959391
405	81.81623017
406	81.77970975
407	81.76457379
408	81.69459025
409	81.59606301
410	81.58011696
411	81.55982665
412	81.5266803
413	81.50089201
414	81.47780185
415	81.44314688
416	81.41851104
417	81.39299124
418	81.37386471
419	81.34633623
420	81.31984419
421	81.27899914
422	81.26763349
423	81.24205045
424	81.21546713
425	81.20247943
426	81.17380091
427	81.11852521
428	81.07801102
429	81.06376353
430	81.04200061
431	81.01563455
432	80.98547879
433	80.9506371
434	80.93402894
435	80.91365484
436	80.87984942
437	80.83299737
438	80.82519125
